GroupID,Group Name,Group Type,Contact Name,Active,City
1317,"Nevada Wildlife Coalition","Political Action Committee","Thomas L Smith",T,"Reno"
1319,"Tax and Spend Control for Nevada","Political Action Committee","Craig Mueller",F,"Las Vegas"
1320,"Nevada DOCPAC","Political Action Committee","",F,"Napa"
1321,"ABC Nevada Chapter  (aka Associated Builders & Contractors PAC)","Political Action Committee","",F,"Las Vegas"
1324,"Committee to Keep Local Taxes Local","Political Action Committee","Robert S. Hadfield",F,"Carson City"
1325,"Nevada Republican Liberty Caucus","Political Action Committee","George Harris",T,"Las Vegas"
1328,"Nevadans for the American Dream","Political Action Committee","Tom Collins",F,"Las Vegas"
1330,"Searchlight Leadership Fund","Political Action Committee","Chris Anderson",F,"Washington"
1331,"Nevada Tomorrow","Non-Profit Corporation","Robert Solomon",F,"Henderson"
1332,"Nevada Next PAC","Political Action Committee","Bonnie Jacobs",F,"Las Vegas"
1333,"National Association of Health Underwriters PAC   (HUPAC)","Political Action Committee","G. Scott Condos",F,"Washington"
1334,"Carson City Democratic Men's Club","Political Action Committee","Steven Platt",F,"Carson City"
1335,"Alliance for Property Protection Rights PAC","Political Action Committee","Tiffany Banks",T,"Reno"
1337,"Lyon County Citizens for Responsible Law Enforcement Committee","Political Action Committee","Stephen Markoe",F,"Dayton"
1338,"Coalition for Smart Growth","Political Action Committee","MaryAnn Omohundro",F,"Gardnerville"
1339,"CenturyLink Inc. Employees' Political Action Committee (formerly CenturyTel & EMBARQ)","Political Action Committee","Randy Robison",F,"Washington"
1340,"North Las Vegas Fire Fighters PAC","Political Action Committee","Bill Gardner",T,"Henderson"
1343,"Heartland PAC Nevada","Political Action Committee","Ashanti Gholar",F,"Des Moines"
1344,"Nix 6 - Nevadans Against Question 6","PAC Ballot Advocacy Group","Paul Hartgen",F,"Henderson"
1345,"Roche Inc. Good Government Committee","Political Action Committee","Randy E Dossat",F,"Nutly"
1346,"Miller/Marshall Victory Fund","Political Action Committee","Steve Redlinger",F,"Las Vegas"
1347,"Nevadans for Nevada","Political Action Committee","Danny Thompson",F,"Henderson"
1352,"LIFEPAC","Political Action Committee","Cameron Phillips",T,"Las Vegas"
1353,"Laborers for Solid State Leadership","Political Action Committee","Thomas White",T,"Las Vegas"
1355,"Humboldt County Education Association TIP","Political Action Committee","Sue S Matuska",T,"Winnemucca"
1357,"Nye County Republican Central Committee","Political Action Committee","William Newyear",F,"Pahrump"
1361,"Abbott Laboratories Employees Political Action Committee","Political Action Committee","Richard P. Knoespel",F,"Abbott Park"
1362,"Citizens for Lower Taxes","Political Action Committee","John P. Sande, III",F,"Reno"
1364,"Nevada Association of Independent Businesses-PAC","Political Action Committee","",F,"Las Vegas"
1365,"Mineral County Classroom Teachers Association - Together in Politics","Political Action Committee","Sue S Matuska",T,"Hawthorne"
1366,"AFSCME-People","Political Action Committee","Flo Walker",F,"Washingon"
1369,"Voices for Truckee Meadows","Political Action Committee","",F,"Reno"
1371,"Ballot Initiative Strategy Center","Non-Profit Corporation","Kenny Diggs",T,"Washington"
1373,"Pahrump Valley Republican Women","Political Party Committee","Ranae Goedhart",F,"Pahrump"
1375,"Raggio Political Fund","Political Action Committee","Michael Alonso",F,"Reno"
1376,"Citizens for Honesty in Law Enforcement","Political Action Committee","Dan Hart",F,"Las Vegas"
1377,"Nye County Democratic Central Committee","Political Party Committee","Kathaleen Fitzpatrick",T,"Pahrump"
1378,"Nevada Judicial Watch","Political Action Committee","Nathan Emens",F,"Las Vegas"
1380,"Nevadans Against Judicial Activism","Political Action Committee","Amanda Brown",F,"Las Vegas"
1384,"Douglas County Republican Central Committee","Political Party Committee","Mary Lou Gervie",T,"Gardnerville"
1386,"A New Direction","Political Action Committee","Steve Redlinger",F,"Las Vegas"
1387,"All America PAC","Political Action Committee","Nicole J. Lamoley",F,"Washington"
1388,"Forward Together Political Action Committee","Political Action Committee","Diana Lanchart",F,"Alexandria"
1390,"Families for Change","Political Action Committee","Jeanine Tegano",F,"Las Vegas"
1393,"Democratic Attorneys General Association","Political Action Committee","Frankie Sue Del Papa",F,"Denver"
1394,"Triad Hospitals, Inc. Good Government Fund","Political Action Committee","Sue Conley",F,"Plano"
1395,"Progressive Patriots Fund","Political Action Committee","Roberta Lange",F,"Middleton"
1397,"Concerned Citizens for Law & Order-Douglas County","PAC Ballot Advocacy Group","",F,"Minden"
1398,"NPTA PAC  (NV Physical Therapy Assn PAC)","Political Action Committee","Sue Schuerman",F,"Las Vegas"
1399,"Keeping America's Promise","Political Action Committee","Erin Bilbrray-Kohn",F,"Washington"
1400,"Educators for Better Government","Political Action Committee","Dan Hart",F,"Las Vegas"
1401,"Citizens for Decency and Justice","Political Action Committee","Howard Kirsch",F,"Dayton"
1402,"Committee to Protect Our Community","Political Action Committee","Gary Duhon",F,"Reno"
1403,"No on Question 2","Political Action Committee","Michael A.T. Pagni",F,"Reno"
1404,"NTR PAC","Political Action Committee","Tony Dane",F,"Las Vegas"
1405,"Straight Talk America","Political Action Committee","Sig Rogich",F,"Alexandria"
1406,"SEIU State Council of Service Employees PAC","Political Action Committee","Roberta Lange",F,"Sacramento"
1407,"Stanley Consultants Inc. Political Action Committee","Political Action Committee","Daniel Bender",F,"Muscatine"
1408,"Unite Our States","Political Action Committee","Allan Rose",F,"Washington"
1409,"NADEAC","Political Action Committee","Wayne Frediani",F,"Reno"
1410,"Citizens for Lower Taxes","Political Action Committee","",F,"Reno"
1411,"National Association of Tobacco Outlets, Inc.","PAC Ballot Advocacy Group","",F,"Eden Prairie"
1425,"NEVADA CREDIT UNION LEAGUE PAC   (dupl/inactive)","Political Action Committee","",F,"Las Vegas"
1428,"Nevada Service Employees International Union Local 1107 Issues Committee Fund","Political Action Committee","Grace Vergara-Mactel",T,"LAS VEGAS"
1436,"CARSON CITY REPUBLICAN CENTRAL COMMITTEE","Political Party Committee","Patricia Packard",T,"Carson City"
1437,"CHURCHILL COUNTY DEMOCRATIC CENTRAL COMMITTEE","Political Party Committee","Edith A. Isidoro-Mills",T,"Fallon"
1438,"CHURCHILL COUNTY REPUBLICAN CENTRAL COMMITTEE","Political Party Committee","",F,""
1444,"NEVADA REPUBLICAN PARTY CENTRAL COMMITTEE","Political Party Committee","James Hindle",T,"Las Vegas"
1495,"Las Vegas Police Protective Association Metro, Inc","Independent Expenditure","",F,"Las Vegas"
1507,"SO NEVADA CENTRAL LABOR COUNCIL - COMMITTEE ON POLITICAL EDUCATION","Political Action Committee","",F,"carson"
1512,"CARSON CITY DEMOCRATIC CENTRAL COMMITTEE","Political Party Committee","",F,""
1543,"Clark County Republican Education Committee","Political Action Committee","Ulrika Miyashiro",F,"Las Vegas"
1544,"Clark County Republican Leadership Committee","Political Action Committee","Ulrika Miyashiro",F,"Las Vegas"
1547,"Nevadans for the Protection of Property Rights Inc.","PAC Ballot Advocacy Group","Ryan Erwin",F,"Las Vegas"
1548,"United Steelworkers District 12 Non-Federal Account  (dupl - inactive)","Non-Profit Corporation","",F,"Albuquerque"
1553,"Office and Professional Employees International Union - JB Moss VOTE","Political Action Committee","Mary Mahoney",F,"New York"
1555,"Nevadans Working to Get Ahead","Non-Profit Corporation","",F,"Las Vegas"
1559,"HDR, Inc. Employee Owners PAC","Political Action Committee","Stephanie Ming",T,"Omaha"
1560,"Carson City School Bond 2006","PAC Ballot Advocacy Group","Steve Wassner",F,"Carson City"
1567,"American Heart Association","Non-Profit Corporation","",F,"Las Vegas"
1568,"Caucus of African American Nevadans","Political Action Committee","",F,"No. Las Vegas"
1570,"Professional Fire Fighters of Nevada PAC Fund","Political Action Committee","Cory Whitlock",T,"Carson City"
1571,"Citizens for Patient Dignity (CPD PAC)","Political Action Committee","Gilbert Eisner",F,"Las Vegas"
1572,"Las Vegas AGC Build PAC","Political Action Committee","Ann Barnett",T,"Las Vegas"
1573,"Voters Choice","Political Action Committee","Charles Horne",F,"Mesquite"
1574,"Nevada Democratic Veterans and Military Families Corps Caucus","Political Action Committee","Elliot Anderson",F,"Las Vegas"
1575,"Truckee Meadows Firefighters Association","Political Action Committee","Pat Walsh",T,"Reno"
1586,"Sempra Energy Employees PAC","Political Action Committee","Tom Clark",F,"San Diego"
1588,"Washington Mutual Political Action Committee","Political Action Committee","Nicole Willis-Grimes",F,"Seattle"
1589,"We The People Nevada","PAC Ballot Advocacy Group","Sharron Angle",F,"Reno"
1590,"Pershing County Classroom Teachers Association TIP","Political Action Committee","Sue S Matuska",T,"Lovelock"
1591,"District Council of Iron Workers-Nevada PAC","Political Action Committee","Tracy Holland",T,"Ontario"
1596,"methpac.com","Political Action Committee","",F,"Caliente"
1597,"Operating Engineers Local Union #3 Statewide PAC","Political Action Committee","Steve Ingersoll",T,"Concord"
1598,"none","Independent Expenditure","",F,"none"
1599,"Northern Nevada NAIOP PAC","Political Action Committee","Randi Reed",F,"Reno"
1600,"Wells Fargo Company Employee PAC","Political Action Committee","Brian Formisano",T,"MINNEAPOLIS"
1601,"District Council of Iron Workers Political Action League - Nevada","Political Action Committee","John Rafter",F,"Hercules"
1602,"Electric Petition Committee","PAC Ballot Advocacy Group","Bud Sanders",F,"Caliente"
1606,"Citizens for Accountable Government","Political Action Committee","Judith Kohz",F,"Minden"
1607,"BizPAC","Political Action Committee","Paul Moradkhan",T,"Las Vegas"
1611,"FedEx Corporation Political Action Committee","Political Action Committee","Richard Maloney",T,"Memphis"
1612,"Henderson Police Officers' Association PAC","Political Action Committee","Shawn Thibeault",T,"Henderson"
1613,"Sierra Nevada Corporation PAC","Political Action Committee","Jed Bodger",T,"Sparks"
1614,"Jim Gibbons Legal Expense Trust Fund","Political Action Committee","",F,"Reno"
1615,"Nevadans First PAC","Political Action Committee","Heidi Gansert",F,"Reno"
1616,"The Travelers Companies, Inc. PAC (TPAC)","Political Action Committee","Michele Balady",T,"Hartford"
1619,"Zeneca Inc. Political Action Committee","Political Action Committee","The Corporation Trust Company",F,"Wilmington"
1621,"PEST Challenge Litigation Plaintiffs","PAC Ballot Advocacy Group","",F,"Carson City"
1622,"Positions on Issues Political Action Committee (POI PAC)","Political Action Committee","John Jackson",F,"Las Vegas"
1624,"Nevada Tax Initiatives Committee","PAC Ballot Advocacy Group","Todd Bice",F,"Las Vegas"
1625,"School Funding Solutions Ballot Advocacy Group","PAC Ballot Advocacy Group","Timothy Clausen",F,"Henderson"
1626,"School, Road and Safety Funding Solutions Ballot Advocacy Group","PAC Ballot Advocacy Group","Timothy Clausen",F,"Henderson"
1627,"Nevadans for Fair Taxes","PAC Ballot Advocacy Group","Steven E. Martin",F,"Las Vegas"
1628,"Nevada State Education Association BAG    (inactive)","PAC Ballot Advocacy Group","James Penrose",F,"Las Vegas"
1632,"Citizens for Governmental Accountability","Political Action Committee","Sara Weber",F,"Boulder City"
1637,"Citizens for a Better North Las Vegas","Political Action Committee","Mark Jackowski",F,"N. Las Vegas"
1639,"Nevadans Against the Tax Grab","PAC Ballot Advocacy Group","Todd L. Bice",F,"Las Vegas"
1641,"American Council of Life Insurers Non-Federal PAC","Political Action Committee","John Mangan",T,"Washington"
1643,"The Chamber PAC","Political Action Committee","Tray Abney",F,"Reno"
1644,"Leo A Daly Company PAC","Political Action Committee","The Corporation Trust Company of Ne",F,"Omaha"
1650,"Committee for the Advancement of Education in Nevada","PAC Ballot Advocacy Group","Michael W. Kern, LLC",F,"Las Vegas"
1653,"Fund for Nevada's Future","Political Action Committee","Randell Thompson",F,"Reno"
1654,"STAR PAC","Political Action Committee","",F,"Reno"
1656,"Henderson Firefighters Political Action Committee","Political Action Committee","Noel Gibson",T,"HENDERSON"
1657,"Protect Our Future","Recall Committee","Ed Waymire",F,"Boulder City"
1659,"RGA Nevada PAC","Political Action Committee","Piers Tueller",F,"Washington"
1660,"LCV Political Engagement Fund","Political Action Committee","Angeline Peterson",F,"Washington"
1662,"Nevada Advocates for Planned Parenthood Affiliates PAC (NAPPA PAC)","Political Action Committee","Lindsey Harmon",T,"Reno"
1663,"Don Keele","Independent Expenditure","",F,"Fallon"
1665,"PEOPLE'S INITIATIVE TO STOP THE TAKING OF OUR LAND (PISTOL)","Political Action Committee","Kermitt Waters",F,"Las Vegas"
1666,"NUCAPAC","Political Action Committee","John Condemi",T,"Las Vegas"
1669,"LVS BAG","PAC Ballot Advocacy Group","Bob Seale",F,"Henderson"
1670,"NVOS BonePAC","Political Action Committee","Sarah Watkins",T,"Reno"
1671,"Nevada Senior Action Network","Political Action Committee","Robert Jordan",F,"Las Vegas"
1672,"HNTB Holdings Ltd. Political Action Committee","Political Action Committee","William J. McCarthy",F,"Kansas City"
1673,"Urban Business Political Action Committee","Political Action Committee","Phung Jefferson",F,"Las Vegas"
1674,"Together We Can","Political Action Committee","Jackie Kearns",F,"Winnemucca"
1675,"Human Rights Campaign Nevada Families","Political Action Committee","Adolfo Lopez",F,"Washington"
1676,"Advocates for Quality of Life PAC","Political Action Committee","Wendy DiVecchio",T,"Las Vegas"
1679,"A Better Nevada PAC","Political Action Committee","Mike Luce",F,"Las Vegas"
1680,"Manufactured Home Community Owners","Political Action Committee","Eric Clarke",T,"RENO"
1681,"Nevadans for Quality Education Ballot Advocacy Group","PAC Ballot Advocacy Group","Mary Parise-Malloy",F,"Las Vegas"
1682,"Republican Assembly Victory Fund","Political Action Committee","Eric Roberts",F,"Las Vegas"
1683,"Rural Republican PAC","Political Action Committee","Eric Roberts",F,"Las Vegas"
1684,"Boulder City Leadership PAC","Political Action Committee","Monica Moradkhan",F,"Boulder City"
1685,"Reasonable Nevadans","Political Action Committee","Monica Moradkhan",F,"Boulder City"
1688,"Mt. Grant General Hospital","Non-Profit Corporation","",F,"Hawthorne NV"
1689,"Sagebrush Leadership Fund","Political Action Committee","Bob Beers",F,"Las Vegas"
1692,"Green Energy PAC (GEPAC)","Political Action Committee","John Bonaventura",F,"Las Vegas"
1693,"Nevada PAC (NVPAC)","Political Action Committee","Conrad Vergara",F,"Las Vegas"
1694,"IMPAC - Henderson Chamber of Commerce","Political Action Committee","Emily Osterberg",T,"Henderson"
1697,"Nevadans for Integrity in Politics","Political Action Committee","Keith Pickard",T,"Henderson"
1698,"America Votes-Nevada","Political Action Committee","Jorge Adame",F,"Washington"
1700,"Air Schumacher PAC","Political Action Committee","Peter Chase Neumann",F,"Reno"
1702,"Planned Parenthood Votes","Political Action Committee","Lindsey Harmon",T,"New York"
1703,"Committee to Improve Nevada's Economy and Education System","Political Action Committee","Mary Lau",T,"Carson City"
1704,"Nevada 2020","Political Action Committee","Barbara Buckley",F,"Las Vegas"
1705,"Committee to Save Douglas Schools","Political Action Committee","Catherine Cook",F,"Gardnerville"
1706,"Nevada Hispanic Leadership Fund PAC","Political Action Committee","Moises Denis",F,"Las Vegas"
1707,"HMS Holdings Corp. Political Action Committee (HMS PAC)","Political Action Committee","Joshua Griffin",F,"New York"
1708,"GOPAC ELECTION FUND NEVADA","Political Action Committee","Caroline Sekula",T,"Arlington"
1710,"Coalition to Protect the Public Trust","Political Action Committee","Allen Gibson",F,"Fernley"
1711,"Fair Tip Share","PAC Ballot Advocacy Group","Robert Crowell",F,"Carson City"
1713,"Southern Nevada Conference of Police and Sheriffs","Independent Expenditure","",F,"Las Vegas"
1714,"Allegiant Travel Company PAC","Political Action Committee","Andrew Levy",F,"Las Vegas"
1716,"APPR","Independent Expenditure","",F,"Reno"
1717,"Nevada Plumbing Heating Cooling Contractors","Political Action Committee","C Robert Benedict",F,"Las Vegas"
1719,"Star & Sagebrush Leadership Fund","Political Action Committee","Sean Fellows",F,"Henderson"
1722,"The Hartford Financial Services Group, Inc. PAC  (aka The Hartford Advocates Fund)","Political Action Committee","Dana J Schebler",T,"Hartford"
1724,"Station Casinos, Inc. PAC","Political Action Committee","Tom Friel",F,"Las Vegas"
1725,"Road to the Future","Political Action Committee","Sierra Corporate Services-Reno",F,"Reno"
1728,"Assembly Conservative Caucus","Political Action Committee","Ulrika Miyashiro",F,"Las Vegas"
1729,"carol silverberg","Independent Expenditure","",F,"p.o. box 8193"
1730,"Public Policy BORPAC","Political Action Committee","Karen Marsa",F,"Incline Village"
1732,"Fennemore Craig PC PAC","Political Action Committee","Fennemore Craig Jones Vargas",F,"Reno"
1735,"JOBS","PAC Ballot Advocacy Group","Ross Goodman",F,"Las Vegas"
1737,"Comstock Leadership Fund","Political Action Committee","Julie Wedge",F,"Reno"
1738,"Republican Renewal Project","Political Action Committee","Christopher Carr",F,"Las Vegas"
1739,"BC Truth","Political Action Committee","Don Smale",F,"Boulder City"
1741,"Atkins US Holdings Corporation PAC","Political Action Committee","Corporate Creations Network, I",T,"Tampa"
1742,"Las Vegas Police Protective Association PAC","Political Action Committee","David Roger",T,"Las Vegas"
1743,"Nat'l Federation of Ind. Business/Nevada Save America's Free Enterprise Trust","Political Action Committee","Randi Thompson",F,"Washington"
1745,"Republicans for Real Change","Political Action Committee","Blayne Osborne",F,"Gardnerville"
1746,"Henderson Residents for Responsive Government","Political Action Committee","",F,"Henderson"
1747,"Poker Players Alliance Political Action Committee","Political Action Committee","Lupe Soto",F,"Washington"
1748,"Friends For Harry Reid","Political Action Committee","Chris Anderson",F,"Washington"
1756,"Battle Born Leadership Group","Political Action Committee","John Hambrick",F,"Las Vegas"
1758,"Desert Protectors Political Action Committee, Inc.","Political Action Committee","Robert E Dolan, Esq",F,"Winnemucca"
1761,"Local 770 United Food & Commercial Workers Political Action Committee","Political Action Committee","James Penrose",F,"Los Angeles"
1764,"Stand Up for Fernley","Political Action Committee","Marit V Hardie",F,"Fernley"
1765,"UA Local #246 Plumbers & Fitters PAC","Political Action Committee","Brett McCoy",F,"Fresno"
1766,"Plumbers and  Pipefitters Local Union No. 9 PAC","Political Action Committee","Brett McCoy",F,"Englishtown"
1767,"Plumbers and Steamfitters Local Union No. 467 PAC","Political Action Committee","Brett McCoy",F,"Burlingame"
1768,"Plumbers Local Union No. 27 PAC","Political Action Committee","Brett McCoy",F,"Coraopolis"
1769,"Plumbers and Steamfitters Local No. 398","Political Action Committee","Brett McCoy",F,"Montclair"
1770,"UA Plumbers, Pipefitters & HVAC Local Union No. 123","Political Action Committee","Charity Stevens",F,"Tampa"
1771,"Leadership 2012","Political Action Committee","Tom Mullin",F,"Las Vegas"
1772,"Alliance of Concerned Taxpayers of Nevada","Political Action Committee","Bryan Bedera",F,"Reno"
1773,"Southern Nevada Elevator Constructors Political Action Committee","Political Action Committee","William H. Stanley",F,"Las Vegas"
1778,"Pipefitters Local Union No. 211 PAC","Political Action Committee","Brett McCoy",F,"Houston"
1779,"Monroe Plumbers and Pipefitters Local 671 PAC","Political Action Committee","Brett McCoy",F,"Monroe"
1780,"Local Union No. 537 Pipefitters PAC","Political Action Committee","Brett McCoy",F,"Allston"
1781,"Plumbers and Pipefitters Local Union No. 441 PAC","Political Action Committee","Brett McCoy",F,"Wichita"
1782,"Pipefitters Local Union No. 120 PAC","Political Action Committee","Brett McCoy",F,"Cleveland"
1784,"Plumbers & Steamfitters UA LU #486 PAC","Political Action Committee","Brett McCoy",F,"Baltimore"
1785,"UA Journeymen & Apprentices of the Plumbing & Pipefitting Industry Local 582","Political Action Committee","Brett McCoy",F,"Santa Ana"
1786,"Southern California Pipe Trades District Action Committee #16 PAC","Political Action Committee","Brett McCoy",F,"Los Angeles"
1787,"United Association PEC","Political Action Committee","Brett McCoy",F,"Annapolis"
1788,"Plumbers and Pipe Fitters PAC","Political Action Committee","Brett McCoy",F,"Aurora"
1789,"Plumbers and Pipefitters Local #4 PAC","Political Action Committee","Brett McCoy",F,"Worcester"
1790,"Plumbers Local Union #1 N.Y.C. PAC","Political Action Committee","Brett McCoy",F,"Howard Beach"
1791,"Go Green Nevada","Political Action Committee","",F,"Minden"
1792,"Greeny Green","PAC Ballot Advocacy Group","",F,"a;lkdjf"
1794,"Nevadans for Sensible Marijuana Laws","Political Action Committee","David Schwartz",F,"Las Vegas"
1795,"Nevadans for Sensible Marijuana Laws","PAC Ballot Advocacy Group","David Schwartz",F,"Las Vegas"
1796,"Plumbers & Steamfitters Local No. 412","Political Action Committee","Brett McCoy",F,"Albuquerque"
1797,"Plumbers & Steamfitters LU 29 Political Fund","Political Action Committee","Brett McCoy",F,"Van Buren"
1798,"GlaxoSmithKline LLC PAC (GSK PAC)","Political Action Committee","Andrea Roberts",T,"Washington"
1799,"UA Plumbers & Steamfitters Local 777 PAC","Political Action Committee","Brett McCoy",F,"Meriden"
1800,"Political Action Committee UA Pipefitters Local 274","Political Action Committee","Brett McCoy",F,"Ridgefield"
1802,"SEIU COPE (Service Employees International Union Committee on Political Education)","Political Action Committee","Grace T. Mactal",T,"Washington"
1804,"Sheet Metal, Air, Rail and Transportation Workers Political Action League","Political Action Committee","Jeremiah Robnett",T,"Washington"
1805,"Plumbers Steamfitters & Refrigeration Fitters Local 393 PAC Fund","Political Action Committee","Brett McCoy",F,"San Jose"
1806,"Lake Tahoe Nevada Republican Women","Political Party Committee","",F,"Zep"
1807,"Republican Judicial Caucus","Political Action Committee","Monty Miller",F,"Las Vegas"
1810,"California Nurses Association PAC","Political Action Committee","Tamara Weber",F,"Sacramento"
1811,"Democratic Attorneys General Association - Nevada","Political Action Committee","Matt Griffin",F,"Denver"
1814,"Glacier PAC","Political Action Committee","KCRG&F",F,"Missoula"
1815,"UA Local Union 322 Political Action Committee","Political Action Committee","Brett McCoy",F,"Winslow"
1817,"California State Pipe Trades Council PAC Fund","Political Action Committee","Brett McCoy",F,"Sacramento"
1818,"Plumbers Union Local 12 PAC Fund","Political Action Committee","Brett McCoy",F,"Boston"
1819,"Solar Alliance Nevada PAC","Political Action Committee","Rose McKinney-James",F,"North Scitvale"
1821,"Steamfitters Local 638 Political Action Committee","Political Action Committee","Brett McCoy",F,"Long Island City"
1822,"NYS Pipetrades Political Action Committee","Political Action Committee","",F,"S. Glens Falls"
1823,"UA Plumbers Local 14 Political Fund","Political Action Committee","Brett McCoy",F,"Lodi"
1824,"Local Union 295 Political Action Fund","Political Action Committee","Brett McCoy",F,"Daytona"
1825,"UA Plumbers & Pipefitters Local 773 PAC Fund","Political Action Committee","Brett McCoy",F,"South Glens Falls"
1826,"UA Local 50 Plumbers & Steamfitters Political Action Committee","Political Action Committee","Brett McCoy",F,"Northwood"
1827,"Plumbers Local Union #519","Political Action Committee","Brett McCoy",F,"Miami Lakes"
1828,"United Association Plumbers & Steamfitters Local 469 PAC","Political Action Committee","Brett McCoy",F,"Phoenix"
1829,"Plumbers and Steamfitters Local Union No. 582 Political Action Committee","Political Action Committee","Brett McCoy",F,"Santa Ana"
1830,"United Health Group Inc. PAC of Nevada  (dupl/inactive)","Political Action Committee","Allison Thompson",F,"Washington"
1832,"Lighthouse Leadership PAC","Political Action Committee","State Agent & Transfer Syndicate, I",F,"Sparks"
1833,"Illinois Pipe Trade PAC","Political Action Committee","Brett McCoy",F,"Bloomington"
1834,"The Coalition to Save Our Schools","PAC Ballot Advocacy Group","Tray Abney",F,"Reno"
1836,"American Association for Justice Political Action Committee (AAJ PAC)","Political Action Committee","Brian Nettles",F,"Washington"
1839,"Plumbers & Pipefitters Local 862 Voluntary Political, Education","Political Action Committee","Brett McCoy",F,"St. Louis"
1841,"Pipefitters Local No. 208 Political Education Committee","Political Action Committee","Brett McCoy",F,"Denver"
1842,"UA Local 38 COPE Fund","Political Action Committee","Brett McCoy",F,"SanFrancisco"
1844,"UA Local 51 COPE Committee","Political Action Committee","Brett McCoy",F,"East Providence"
1845,"P&S Local 60 Thomas Jefferson Fund","Political Action Committee","Brett McCoy",F,"Metairie"
1846,"Steamfitters Local Union 420 COPE Fund","Political Action Committee","Brett McCoy",F,"Philadelphia"
1847,"Laborers Local Union 270 Political Action Committee","Political Action Committee","John Russell",F,"Sacramento"
1849,"Tronox Inc. Political Action Committee","Political Action Committee","The Corporation Trust Company",F,"Oklahoma City"
1850,"Sprinkler Fitters Local No. 709 PAC","Political Action Committee","Brett McCoy",F,"Whittier"
1851,"Steamfitters Local 449 PAC","Political Action Committee","Brett McCoy",F,"Pittsburgh"
1854,"Construction & General Laborers Local Union 304 Political Action Committee","Political Action Committee","John Russell",F,"Hayward"
1858,"Laborers Local 185 PAC","Political Action Committee","John Russell",F,"Sacramento"
1859,"Laborers Local 220 Political Action Committee","Political Action Committee","John Russell",F,"Bakersfield"
1861,"Anthony Paul Donohue","Independent Expenditure","",F,"Pioche"
1863,"Mesquite For Joe","Independent Expenditure","",F,"Mesquite"
1865,"Carlin telivision board","Independent Expenditure","",F,"carlin"
1869,"Save Red Rock","Political Action Committee","Robert O'Neill",F,"Las Vegas"
1870,"California State Council of Laborers PAC","Political Action Committee","Armando Rodriguez",F,"Sacramento"
1871,"GOP GOTV PAC","Political Action Committee","Brent Husson",F,"Henderson"
1873,"Economic Leadership PAC","Political Action Committee","Joanna Paul",F,"Las Vegas"
1874,"Wolfe's PAC","Political Action Committee","Joseph Wolfe",F,"Incline Village"
1877,"TSVC, Inc. Political Action Committee (Terracon PAC)","Political Action Committee","Daniel De Battista",T,"Olathe"
1878,"AIA NV PAC","Political Action Committee","Carlos Fernandez",T,"Las Vegas"
1881,"Nevadans for a Strong Economy","PAC Ballot Advocacy Group","Matthew T. Milonoe",F,"Reno"
1884,"Northern Nevada Central Labor Council COPE","Political Action Committee","Michael Pilcher",T,"Sparks"
1885,"Move Nevada Forward PAC","Political Action Committee","Julie Mogensen",F,"N Las Vegas"
1891,"Victory 2010","Political Action Committee","Julie Mogensen",F,"N Las Vegas"
1892,"Our Nevada PAC","Political Action Committee","Julie Mogensen",F,"N Las Vegas"
1893,"New Energy Leaders PAC","Political Action Committee","Mike Luce",F,"Las Vegas"
1894,"Mason Tenders District Council of Greater New York PAC","Political Action Committee","Tom Morley",F,"New York"
1898,"Plumbers and Steamfitters Local Union 47 Political Action Committee","Political Action Committee","Eugene M Ross",F,"Monaca"
1899,"Plumbers Local 75","Political Action Committee","Brett McCoy",F,"Milwaukee"
1900,"Pennsylvania State Pipe Trades Assoc PAC","Political Action Committee","Brett McCoy",F,"Philadelphia"
1901,"UA Plumbers Union Local 98 PAC Fund","Political Action Committee","Brett McCoy",F,"Madison Heights"
1903,"Clark County Black Caucus PAC","Political Action Committee","Yvette Williams",F,"Las Vegas"
1905,"Nevadans for Qualified Judges  (formerly SJR2 Committee)","PAC Ballot Advocacy Group","Nicole Willis-Grimes",F,"Reno"
1906,"Plumbers & Steamfitters Local 7 PAC","Political Action Committee","",F,"Latham"
1907,"Plumbers Local Union 93 U.A. Political Fund","Political Action Committee","Brett McCoy",F,"Volo"
1909,"Nevada Republican Assembly","Political Action Committee","Juanita Cox",F,"Sun Valley"
1910,"Northern California District Council of Laborers PAC","Political Action Committee","Tom Morley",F,"Sacramento"
1911,"New Jersey State Laborers PAC","Political Action Committee","",F,"Monroe"
1914,"Self Insurer PAC","Political Action Committee","Larry Bradley",T,"Las Vegas"
1916,"African American Leadership Fund of Nevada","Political Action Committee","William C Horne",F,"N Las Vegas"
1918,"Marshall & Ilsley Corporation Political Action Committee","Political Action Committee","",F,"Milwaukee"
1920,"Progressive Kick - Nevada","Political Action Committee","",F,"Oakland"
1922,"ABC Nevada Chapter PAC","Political Action Committee","Stewart M Bybee",T,"Reno"
1926,"Plumbers & Pipefitters Local 190 PAC Fund","Political Action Committee","Charity Stevens",F,"Ann Arbor"
1927,"UA Plumbers & Steamfitters Local 22 PAC","Political Action Committee","",F,"Orchard Park"
1928,"DRIVE - Democrat, Republican, Independent Voter Education","Political Action Committee","Francisco Miranda",T,"Washington"
1929,"CCEA","Political Action Committee","",F,"Las Vegas"
1931,"Washoe County Democratic Party","Political Party Committee","Bruce Comer",F,"Reno"
1932,"NV PAC","Political Action Committee","Conrad Vergara",F,"Las Vegas"
